ncols    331
nrows    48
xllcorner    0.850000
yllcorner    47.749953
cellsize    0.300000
NODATA_value    -9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
19.52	19.535	19.55	19.573	19.599	19.625	19.651	19.696	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	14.481	14.346	14.21	14.136	14.064	13.993	13.922	13.85	13.784	13.75	13.719	13.687	13.656	13.625	13.594	13.563	13.587	13.633	13.68	13.727	13.774	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	8.4818	8.3572	8.2327	8.1083	8.0272	7.9727	7.9183	7.8638	7.8091	7.7545	7.6999	7.6839	7.6679	7.6518	7.6358	7.6198	7.6038	7.6165	7.6748	7.7335	7.7926	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
18.987	19.001	19.015	19.038	19.064	19.09	19.116	19.167	19.242	19.319	19.395	19.472	19.549	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	14.64	14.503	14.367	14.231	14.095	13.959	13.824	13.688	13.607	13.535	13.463	13.391	13.319	13.251	13.216	13.185	13.154	13.123	13.092	13.062	13.031	13.057	13.103	13.148	13.194	13.24	13.287	13.333	13.38	13.428	13.476	13.526	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	8.7053	8.5805	8.4558	8.3311	8.2065	8.082	7.9576	7.8333	7.709	7.5849	7.4983	7.4431	7.3879	7.3327	7.2773	7.2219	7.1666	7.1505	7.1344	7.1183	7.1022	7.0861	7.0701	7.088	7.1453	7.203	7.261	7.3196	7.3785	7.4378	7.4969	7.557	7.6174	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
18.453	18.467	18.48	18.504	18.529	18.555	18.58	18.638	18.712	18.788	18.863	18.939	19.016	19.092	19.17	19.248	19.326	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	14.895	14.712	14.53	14.388	14.252	14.116	13.98	13.844	13.708	13.573	13.437	13.302	13.167	13.079	13.006	12.934	12.861	12.788	12.718	12.683	12.652	12.621	12.59	12.56	12.529	12.498	12.528	12.572	12.616	12.661	12.706	12.752	12.797	12.843	12.89	12.936	12.994	13.076	13.159	13.242	13.325	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	8.8535	8.6787	8.504	8.3294	8.1796	8.0551	7.9306	7.8062	7.6818	7.5575	7.4334	7.3093	7.1853	7.0613	6.9695	6.9136	6.8576	6.8016	6.7454	6.6894	6.6332	6.6171	6.6009	6.5848	6.5686	6.5525	6.5363	6.5593	6.6156	6.6722	6.7291	6.7866	6.8445	6.9023	6.961	7.02	7.0794	7.139	7.2044	7.2787	7.3548	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
17.956	17.966	17.976	17.996	18.016	18.037	18.057	18.113	18.182	18.256	18.331	18.406	18.481	18.557	18.634	18.71	18.788	18.865	18.944	19.022	19.104	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	14.927	14.744	14.561	14.378	14.196	14.013	13.863	13.727	13.592	13.456	13.321	13.185	13.05	12.918	12.79	12.663	12.573	12.502	12.432	12.361	12.29	12.221	12.186	12.155	12.123	12.092	12.06	12.029	11.997	12.025	12.062	12.099	12.137	12.175	12.216	12.261	12.306	12.351	12.397	12.462	12.542	12.624	12.706	12.788	12.871	12.961	13.081	13.202	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	9.0348	8.8597	8.6848	8.5099	8.3352	8.1606	7.9861	7.8118	7.6539	7.5296	7.4054	7.2812	7.1571	7.033	6.9128	6.7955	6.6783	6.5611	6.4687	6.4134	6.3582	6.3028	6.2473	6.1919	6.1365	6.1186	6.1007	6.0828	6.0649	6.0471	6.0292	6.0521	6.1004	6.149	6.1979	6.2534	6.3102	6.367	6.4246	6.4826	6.5409	6.5995	6.6674	6.7409	6.8252	6.9423	7.0598	7.1778	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
17.546	17.548	17.551	17.56	17.57	17.58	17.59	17.632	17.687	17.752	17.817	17.882	17.948	18.022	18.097	18.173	18.249	18.326	18.403	18.481	18.571	18.696	18.821	18.947	19.073	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	15.141	14.958	14.775	14.592	14.409	14.226	14.044	13.861	13.679	13.497	13.339	13.203	13.074	12.946	12.819	12.691	12.563	12.441	12.33	12.219	12.134	12.069	12.004	11.939	11.874	11.81	11.775	11.742	11.709	11.676	11.643	11.61	11.577	11.595	11.617	11.64	11.663	11.687	11.719	11.756	11.794	11.832	11.871	11.933	12.008	12.089	12.169	12.251	12.333	12.429	12.549	12.669	12.79	12.911	13.033	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	9.076	8.8756	8.6904	8.5154	8.3406	8.1658	7.9912	7.8167	7.6424	7.4681	7.294	7.1332	7.0157	6.8983	6.7809	6.6636	6.5463	6.4364	6.3339	6.2315	6.129	6.0429	5.9903	5.9375	5.8847	5.8318	5.779	5.7261	5.7044	5.6827	5.6609	5.6392	5.6175	5.5958	5.611	5.6425	5.6744	5.7065	5.754	5.8027	5.8517	5.9012	5.9511	6.002	6.0595	6.13	6.2029	6.2952	6.4115	6.5283	6.6454	6.7631	6.8815	7.0003	7.1194	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
17.146	17.147	17.149	17.159	17.168	17.177	17.189	17.233	17.276	17.32	17.364	17.409	17.454	17.519	17.584	17.65	17.717	17.787	17.863	17.94	18.039	18.162	18.287	18.411	18.537	18.663	18.789	18.91	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	15.23	15.027	14.824	14.622	14.439	14.256	14.073	13.891	13.708	13.526	13.344	13.174	13.003	12.846	12.718	12.604	12.493	12.382	12.272	12.161	12.05	11.939	11.829	11.739	11.674	11.608	11.542	11.476	11.411	11.375	11.342	11.309	11.276	11.243	11.21	11.177	11.196	11.218	11.24	11.262	11.285	11.307	11.33	11.354	11.378	11.402	11.449	11.509	11.579	11.649	11.72	11.794	11.897	12.015	12.135	12.255	12.376	12.497	12.618	12.741	12.864	12.987	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	9.3654	9.1648	8.9643	8.7639	8.5635	8.3632	8.1707	7.9959	7.8213	7.6468	7.4724	7.3017	7.1382	6.9749	6.8116	6.6592	6.5565	6.454	6.3515	6.249	6.1466	6.0442	5.9418	5.8394	5.7371	5.6472	5.5939	5.5404	5.4868	5.4332	5.3797	5.3261	5.3042	5.2823	5.2604	5.2385	5.2166	5.1948	5.2132	5.2437	5.2745	5.3057	5.3373	5.3692	5.4014	5.434	5.467	5.5022	5.553	5.6156	5.6784	5.7679	5.8803	5.9962	6.1127	6.2295	6.347	6.465	6.5834	6.7025	6.822	6.9421	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
16.746	16.746	16.748	16.757	16.766	16.775	16.791	16.833	16.876	16.919	16.963	17.007	17.051	17.095	17.14	17.185	17.231	17.284	17.351	17.417	17.512	17.628	17.752	17.875	18	18.125	18.249	18.369	18.489	18.61	18.73	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	15.324	15.121	14.919	14.716	14.513	14.311	14.108	13.92	13.738	13.555	13.38	13.209	13.038	12.867	12.72	12.575	12.434	12.323	12.213	12.102	11.991	11.88	11.77	11.659	11.549	11.439	11.344	11.278	11.211	11.145	11.078	11.012	10.975	10.942	10.909	10.876	10.843	10.81	10.778	10.798	10.819	10.84	10.861	10.882	10.904	10.926	10.948	10.971	10.999	11.046	11.093	11.141	11.189	11.237	11.292	11.395	11.496	11.6	11.719	11.839	11.959	12.08	12.202	12.324	12.446	12.568	12.69	12.812	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	9.4542	9.2536	9.053	8.8524	8.652	8.4516	8.2513	8.051	7.8508	7.6509	7.4778	7.314	7.1505	6.987	6.8301	6.6907	6.5513	6.4119	6.2725	6.1638	6.0614	5.959	5.8566	5.7542	5.6519	5.5496	5.4474	5.3452	5.2516	5.1976	5.1434	5.089	5.0347	4.9804	4.9261	4.904	4.882	4.8599	4.8378	4.8158	4.7938	4.8152	4.8446	4.8744	4.9046	4.9353	4.966	4.9972	5.0288	5.0609	5.0933	5.1287	5.1694	5.2103	5.2814	5.3794	5.4829	5.5868	5.6955	5.8121	5.9293	6.047	6.1652	6.2839	6.4031	6.5229	6.6432	6.7626	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
16.418	16.412	16.406	16.405	16.404	16.404	16.412	16.436	16.476	16.518	16.561	16.604	16.647	16.691	16.735	16.78	16.824	16.869	16.915	16.961	17.039	17.139	17.245	17.351	17.462	17.586	17.708	17.828	17.949	18.069	18.189	18.309	18.43	18.55	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	15.622	15.419	15.216	15.013	14.81	14.607	14.405	14.202	14	13.797	13.595	13.415	13.244	13.073	12.917	12.771	12.625	12.48	12.335	12.189	12.044	11.932	11.821	11.71	11.6	11.489	11.379	11.269	11.174	11.078	10.991	10.93	10.868	10.807	10.745	10.684	10.647	10.612	10.577	10.543	10.508	10.473	10.441	10.449	10.457	10.465	10.473	10.482	10.5	10.521	10.542	10.564	10.597	10.642	10.689	10.736	10.783	10.83	10.878	10.955	11.034	11.119	11.221	11.323	11.426	11.542	11.662	11.783	11.905	12.027	12.148	12.27	12.391	12.513	12.635	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	9.5429	9.3422	9.1415	8.9409	8.7404	8.5399	8.3395	8.1391	7.9388	7.7386	7.5424	7.3588	7.1753	7.0011	6.8615	6.722	6.5826	6.4431	6.3037	6.1644	6.0251	5.8858	5.771	5.6687	5.5664	5.4641	5.3619	5.2632	5.1737	5.0843	4.9948	4.9094	4.8577	4.8059	4.7539	4.702	4.6501	4.5982	4.5724	4.5466	4.5208	4.495	4.4693	4.4436	4.4552	4.4701	4.4854	4.5033	4.5329	4.5625	4.5926	4.6233	4.6544	4.6857	4.7224	4.7628	4.806	4.8809	4.9563	5.0321	5.1083	5.1963	5.3006	5.4052	5.5104	5.6276	5.7455	5.8637	5.9827	6.1021	6.2171	6.3247	6.4322	6.5393	6.6461	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
16.145	16.134	16.124	16.116	16.109	16.102	16.105	16.118	16.141	16.166	16.191	16.216	16.243	16.286	16.33	16.373	16.417	16.462	16.506	16.555	16.637	16.718	16.8	16.883	16.976	17.082	17.186	17.289	17.408	17.528	17.648	17.768	17.889	18.009	18.129	18.25	18.371	18.491	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	15.716	15.513	15.31	15.107	14.904	14.701	14.499	14.296	14.094	13.891	13.691	13.505	13.32	13.134	12.967	12.821	12.676	12.53	12.385	12.239	12.094	11.949	11.804	11.659	11.54	11.439	11.343	11.247	11.152	11.056	10.96	10.873	10.786	10.704	10.645	10.587	10.528	10.47	10.411	10.373	10.337	10.301	10.266	10.23	10.194	10.162	10.162	10.161	10.161	10.161	10.162	10.168	10.177	10.185	10.194	10.215	10.242	10.284	10.33	10.377	10.423	10.476	10.553	10.631	10.709	10.787	10.866	10.945	11.046	11.149	11.253	11.363	11.485	11.606	11.728	11.849	11.971	12.093	12.215	12.336	12.458	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	9.8325	9.6316	9.4308	9.23	9.0293	8.8287	8.6281	8.4276	8.2272	8.0268	7.8264	7.6356	7.452	7.2684	7.0865	6.926	6.7654	6.6137	6.4742	6.3348	6.1954	6.056	5.9167	5.7775	5.6382	5.5036	5.3996	5.3101	5.2207	5.1312	5.0418	4.954	4.8724	4.7908	4.7092	4.6286	4.5782	4.5278	4.477	4.4264	4.3758	4.3251	4.2969	4.2686	4.2403	4.212	4.1838	4.1557	4.1608	4.1662	4.1719	4.1799	4.195	4.21	4.2257	4.2419	4.2583	4.2777	4.316	4.356	4.406	4.4801	4.5548	4.6299	4.7054	4.7813	4.8578	4.9347	5.0123	5.1173	5.2229	5.3287	5.442	5.5606	5.6719	5.7801	5.8879	5.9955	6.1027	6.2098	6.3165	6.4229	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
